,Combination,SUDA_Sum
6621,"education_level, religious_importance, sex, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_M",887148
6622,"education_level, religious_importance, sex, religious_upbringing, BMI, background_SES, sexual_attraction_F, sexual_attraction_M",881280
6623,"education_level, religious_importance, sex, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F",729666
6624,"education_level, religious_importance, sex, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_M",723864
6625,"education_level, religious_importance, sex, religious_upbringing, BMI, gender_identity_F, sexual_attraction_F, sexual_attraction_M",729852
6626,"education_level, religious_importance, sex, religious_upbringing, BMI, gender_identity_M, sexual_attraction_F, sexual_attraction_M",719796
6627,"education_level, religious_importance, sex, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",347976
6628,"education_level, religious_importance, sex, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",344040
6629,"education_level, religious_importance, sex, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",351120
6630,"education_level, religious_importance, sex, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",350730
6631,"education_level, religious_importance, sex, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",275250
6632,"education_level, religious_importance, sex, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",1043304
6633,"education_level, religious_importance, sex, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",1031046
6634,"education_level, religious_importance, sex, BMI, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",1050042
6635,"education_level, religious_importance, sex, BMI, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",1039752
6636,"education_level, religious_importance, sex, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",853230
6637,"education_level, religious_importance, sex, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",453564
6638,"education_level, religious_importance, handedness, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F",675018
6639,"education_level, religious_importance, handedness, religious_now, religious_upbringing, BMI, background_SES, gender_identity_M",665292
6640,"education_level, religious_importance, handedness, religious_now, religious_upbringing, BMI, background_SES, sexual_attraction_F",680244
6641,"education_level, religious_importance, handedness, religious_now, religious_upbringing, BMI, background_SES, sexual_attraction_M",678114
6642,"education_level, religious_importance, handedness, religious_now, religious_upbringing, BMI, gender_identity_F, gender_identity_M",560046
6643,"education_level, religious_importance, handedness, religious_now, religious_upbringing, BMI, gender_identity_F, sexual_attraction_F",586734
6644,"education_level, religious_importance, handedness, religious_now, religious_upbringing, BMI, gender_identity_F, sexual_attraction_M",587628
6645,"education_level, religious_importance, handedness, religious_now, religious_upbringing, BMI, gender_identity_M, sexual_attraction_F",581220
6646,"education_level, religious_importance, handedness, religious_now, religious_upbringing, BMI, gender_identity_M, sexual_attraction_M",581922
6647,"education_level, religious_importance, handedness, religious_now, religious_upbringing, BMI, sexual_attraction_F, sexual_attraction_M",552702
6648,"education_level, religious_importance, handedness, religious_now, religious_upbringing, background_SES, gender_identity_F, gender_identity_M",221718
6649,"education_level, religious_importance, handedness, religious_now, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_F",244182
6650,"education_level, religious_importance, handedness, religious_now, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_M",244344
6651,"education_level, religious_importance, handedness, religious_now, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_F",242658
6652,"education_level, religious_importance, handedness, religious_now, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_M",243444
6653,"education_level, religious_importance, handedness, religious_now, religious_upbringing, background_SES, sexual_attraction_F, sexual_attraction_M",222576
6654,"education_level, religious_importance, handedness, religious_now, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_F",190158
6655,"education_level, religious_importance, handedness, religious_now, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_M",196260
6656,"education_level, religious_importance, handedness, religious_now, religious_upbringing, gender_identity_F, sexual_attraction_F, sexual_attraction_M",181998
6657,"education_level, religious_importance, handedness, religious_now, religious_upbringing, gender_identity_M, sexual_attraction_F, sexual_attraction_M",187302
6658,"education_level, religious_importance, handedness, religious_now, BMI, background_SES, gender_identity_F, gender_identity_M",825072
6659,"education_level, religious_importance, handedness, religious_now, BMI, background_SES, gender_identity_F, sexual_attraction_F",865974
6660,"education_level, religious_importance, handedness, religious_now, BMI, background_SES, gender_identity_F, sexual_attraction_M",859566
6661,"education_level, religious_importance, handedness, religious_now, BMI, background_SES, gender_identity_M, sexual_attraction_F",858366
6662,"education_level, religious_importance, handedness, religious_now, BMI, background_SES, gender_identity_M, sexual_attraction_M",851184
6663,"education_level, religious_importance, handedness, religious_now, BMI, background_SES, sexual_attraction_F, sexual_attraction_M",830412
6664,"education_level, religious_importance, handedness, religious_now, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F",707628
6665,"education_level, religious_importance, handedness, religious_now, BMI, gender_identity_F, gender_identity_M, sexual_attraction_M",703860
6666,"education_level, religious_importance, handedness, religious_now, BMI, gender_identity_F, sexual_attraction_F, sexual_attraction_M",700752
6667,"education_level, religious_importance, handedness, religious_now, BMI, gender_identity_M, sexual_attraction_F, sexual_attraction_M",694992
6668,"education_level, religious_importance, handedness, religious_now, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",331386
6669,"education_level, religious_importance, handedness, religious_now, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",326412
6670,"education_level, religious_importance, handedness, religious_now, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",326238
6671,"education_level, religious_importance, handedness, religious_now, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",327306
6672,"education_level, religious_importance, handedness, religious_now, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",263058
6673,"education_level, religious_importance, handedness, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M",853242
6674,"education_level, religious_importance, handedness, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_F",894720
6675,"education_level, religious_importance, handedness, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_M",889020
6676,"education_level, religious_importance, handedness, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_F",884934
6677,"education_level, religious_importance, handedness, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_M",878706
6678,"education_level, religious_importance, handedness, religious_upbringing, BMI, background_SES, sexual_attraction_F, sexual_attraction_M",862584
6679,"education_level, religious_importance, handedness, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F",732510
6680,"education_level, religious_importance, handedness, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_M",728142
6681,"education_level, religious_importance, handedness, religious_upbringing, BMI, gender_identity_F, sexual_attraction_F, sexual_attraction_M",726906
6682,"education_level, religious_importance, handedness, religious_upbringing, BMI, gender_identity_M, sexual_attraction_F, sexual_attraction_M",718176
6683,"education_level, religious_importance, handedness, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",354480
6684,"education_level, religious_importance, handedness, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",349500
6685,"education_level, religious_importance, handedness, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",350922
6686,"education_level, religious_importance, handedness, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",351066
6687,"education_level, religious_importance, handedness, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",279384
6688,"education_level, religious_importance, handedness, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",1044408
6689,"education_level, religious_importance, handedness, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",1031964
6690,"education_level, religious_importance, handedness, BMI, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",1042272
6691,"education_level, religious_importance, handedness, BMI, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",1031832
6692,"education_level, religious_importance, handedness, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",861306
6693,"education_level, religious_importance, handedness, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",459390
