Combination,Unique Rows,Unique Rows Excluding Columns,Score
"religious_importance, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",567,34,1.5114638447971782
"sex, handedness, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M",575,170,1.2539130434782608
"sex, handedness, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_F",615,187,1.1447154471544716
"sex, handedness, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_M",603,191,1.1608623548922057
"sex, handedness, religious_now, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_F",623,207,1.0979133226324238
"sex, handedness, religious_now, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_M",608,209,1.1217105263157894
"sex, handedness, religious_now, religious_upbringing, BMI, background_SES, sexual_attraction_F, sexual_attraction_M",588,165,1.2346938775510203
"sex, handedness, religious_now, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F",301,393,1.654485049833887
"sex, handedness, religious_now, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_M",302,385,1.6754966887417218
"sex, handedness, religious_now, religious_upbringing, BMI, gender_identity_F, sexual_attraction_F, sexual_attraction_M",286,370,1.8216783216783217
"sex, handedness, religious_now, religious_upbringing, BMI, gender_identity_M, sexual_attraction_F, sexual_attraction_M",284,381,1.795774647887324
"sex, handedness, religious_now, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",223,506,1.7264573991031391
"sex, handedness, religious_now, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",211,514,1.7867298578199051
"sex, handedness, religious_now, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",202,507,1.900990099009901
"sex, handedness, religious_now, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",192,510,1.984375
"sex, handedness, religious_now, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",100,618,2.73
"sex, handedness, religious_now, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",550,170,1.3109090909090908
"sex, handedness, religious_now, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",542,172,1.3265682656826567
"sex, handedness, religious_now, BMI, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",533,159,1.3733583489681052
"sex, handedness, religious_now, BMI, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",543,159,1.3480662983425415
"sex, handedness, religious_now, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",267,237,2.449438202247191
"sex, handedness, religious_now, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",193,390,2.5958549222797926
"sex, handedness, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",589,133,1.2869269949066213
"sex, handedness, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",579,131,1.3126079447322971
"sex, handedness, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",570,126,1.3421052631578947
"sex, handedness, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",576,124,1.3315972222222223
"sex, handedness, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",270,185,2.6148148148148147
"sex, handedness, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",210,299,2.8190476190476192
"sex, handedness, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",471,55,1.7749469214437368
"sex, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",596,161,1.2248322147651007
"sex, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",585,160,1.2495726495726496
"sex, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",571,156,1.287215411558669
"sex, religious_now, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",583,153,1.2658662092624358
"sex, religious_now, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",284,229,2.3309859154929575
"sex, religious_now, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",200,346,2.725
"sex, religious_now, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",505,80,1.605940594059406
"sex, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",554,53,1.5126353790613718
"handedness, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",582,166,1.245704467353952
"handedness, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",570,168,1.268421052631579
"handedness, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",563,150,1.3161634103019537
"handedness, religious_now, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",575,145,1.297391304347826
"handedness, religious_now, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",293,252,2.1808873720136517
"handedness, religious_now, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",225,381,2.2666666666666666
"handedness, religious_now, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",522,89,1.5363984674329503
"handedness, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",535,72,1.530841121495327
"religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",535,94,1.4897196261682244
"age, education_level, religious_importance, sex, handedness, religious_now, religious_upbringing, BMI, background_SES",809,57,1.030902348578492
"age, education_level, religious_importance, sex, handedness, religious_now, religious_upbringing, BMI, gender_identity_F",706,95,1.1274787535410764
"age, education_level, religious_importance, sex, handedness, religious_now, religious_upbringing, BMI, gender_identity_M",703,101,1.12375533428165
"age, education_level, religious_importance, sex, handedness, religious_now, religious_upbringing, BMI, sexual_attraction_F",721,99,1.0984743411927878
"age, education_level, religious_importance, sex, handedness, religious_now, religious_upbringing, BMI, sexual_attraction_M",709,105,1.1086036671368125
"age, education_level, religious_importance, sex, handedness, religious_now, religious_upbringing, background_SES, gender_identity_F",608,135,1.243421052631579
"age, education_level, religious_importance, sex, handedness, religious_now, religious_upbringing, background_SES, gender_identity_M",607,158,1.2075782537067545
"age, education_level, religious_importance, sex, handedness, religious_now, religious_upbringing, background_SES, sexual_attraction_F",631,164,1.1521394611727416
"age, education_level, religious_importance, sex, handedness, religious_now, religious_upbringing, background_SES, sexual_attraction_M",625,170,1.1536
"age, education_level, religious_importance, sex, handedness, religious_now, religious_upbringing, gender_identity_F, gender_identity_M",295,276,2.0847457627118646
"age, education_level, religious_importance, sex, handedness, religious_now, religious_upbringing, gender_identity_F, sexual_attraction_F",343,321,1.661807580174927
"age, education_level, religious_importance, sex, handedness, religious_now, religious_upbringing, gender_identity_F, sexual_attraction_M",329,324,1.7234042553191489
"age, education_level, religious_importance, sex, handedness, religious_now, religious_upbringing, gender_identity_M, sexual_attraction_F",327,328,1.7217125382262997
"age, education_level, religious_importance, sex, handedness, religious_now, religious_upbringing, gender_identity_M, sexual_attraction_M",315,332,1.7746031746031745
"age, education_level, religious_importance, sex, handedness, religious_now, religious_upbringing, sexual_attraction_F, sexual_attraction_M",312,276,1.9711538461538463
"age, education_level, religious_importance, sex, handedness, religious_now, BMI, background_SES, gender_identity_F",836,41,1.0167464114832536
"age, education_level, religious_importance, sex, handedness, religious_now, BMI, background_SES, gender_identity_M",842,49,1.0
"age, education_level, religious_importance, sex, handedness, religious_now, BMI, background_SES, sexual_attraction_F",853,41,0.9964830011723329
"age, education_level, religious_importance, sex, handedness, religious_now, BMI, background_SES, sexual_attraction_M",851,45,0.9941245593419507
"age, education_level, religious_importance, sex, handedness, religious_now, BMI, gender_identity_F, gender_identity_M",658,71,1.2462006079027355
"age, education_level, religious_importance, sex, handedness, religious_now, BMI, gender_identity_F, sexual_attraction_F",672,99,1.1785714285714286
"age, education_level, religious_importance, sex, handedness, religious_now, BMI, gender_identity_F, sexual_attraction_M",671,95,1.1862891207153503
"age, education_level, religious_importance, sex, handedness, religious_now, BMI, gender_identity_M, sexual_attraction_F",685,99,1.1562043795620438
"age, education_level, religious_importance, sex, handedness, religious_now, BMI, gender_identity_M, sexual_attraction_M",675,102,1.1688888888888889
"age, education_level, religious_importance, sex, handedness, religious_now, BMI, sexual_attraction_F, sexual_attraction_M",656,79,1.2378048780487805
"age, education_level, religious_importance, sex, handedness, religious_now, background_SES, gender_identity_F, gender_identity_M",562,115,1.3807829181494662
"age, education_level, religious_importance, sex, handedness, religious_now, background_SES, gender_identity_F, sexual_attraction_F",587,156,1.252129471890971
"age, education_level, religious_importance, sex, handedness, religious_now, background_SES, gender_identity_F, sexual_attraction_M",592,154,1.2449324324324325
"age, education_level, religious_importance, sex, handedness, religious_now, background_SES, gender_identity_M, sexual_attraction_F",596,165,1.2181208053691275
